Dist;Date;Year;RegionName;Region;SiteName;Site;SiteInd;Lat;Lon;GenNr;Length;Box;LociN;Origin;Score ;Transport;WavExp;CurrA;CurrJyll;SdJyll;CurrVik;SdVik
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-110;13;2;26;1;100;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-111;14;2;25;1;99.521;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-112;10.5;2;26;1;100;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-113;11.6;2;26;1;99.989;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-114;11.2;2;26;1;100;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-115;10.2;2;26;1;99.472;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-116;9;2;26;1;100;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-117;8.9;2;26;1;99.666;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-118;9.5;2;26;1;100;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-119;13.5;2;26;2;99.989;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-120;12.5;2;25;1;100;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-121;10.5;2;26;2;99.989;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-122;13.2;2;26;1;99.731;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-123;12;2;26;1;99.85;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-124;9.5;2;25;1;99.761;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 2561;9/19/2000;2000;Grimstad;4;Lille Groos;59;59;58.32755256;8.584273349;GMS-125;11;2;26;1;100;0.68;0.08;0.13;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-126;10.5;2;25;1;99.992;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-127;11.5;2;26;2;99.993;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-128;7.5;2;26;1;99.741;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-129;14.3;2;26;2;100;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-130;13.5;2;26;2;99.986;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-131;13.3;2;26;1;100;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-132;16;2;26;2;100;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-133;10.8;2;26;1;100;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-134;22;2;26;2;99.991;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-135;13;2;26;2;100;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-136;11.2;2;25;1;99.999;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-137;12.3;2;26;2;99.999;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-138;15;2;25;2;100;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-139;11.9;2;26;1;99.996;0.68;0.19;12.2;9.8;23.1;14.3;20.9
 1000;9/19/2000;2000;Grimstad;4;Hesnessundet;60;60;58.33882507;8.641824814;GMS-140;10;2;25;1;99.944;0.68;0.19;12.2;9.8;23.1;14.3;20.9
13765;9/17/2000;2000;Topdalsfjorden;2;Justnes;12;12;58.18753367;8.048447286;GMS-141;9.5;2;26;1;100;0.68;0.05;0.02;9.8;23.1;14.3;20.9
13765;9/17/2000;2000;Topdalsfjorden;2;Justnes;12;12;58.18753367;8.048447286;GMS-142;10.3;2;26;1;100;0.68;0.05;0.02;9.8;23.1;14.3;20.9
13765;9/17/2000;2000;Topdalsfjorden;2;Justnes;12;12;58.18753367;8.048447286;GMS-143;16.5;2;25;2;97.312;0.68;0.05;0.02;9.8;23.1;14.3;20.9
13765;9/17/2000;2000;Topdalsfjorden;2;Justnes;12;12;58.18753367;8.048447286;GMS-144;14.5;2;26;2;99.95;0.68;0.05;0.02;9.8;23.1;14.3;20.9
